titre;realisateur;date_debut;date_fin;cadre;lieu;arrondissement;adresse_complete;geo_coordinates
LA PLANQUE;AKIM ISKER;30/08/2010;30/08/2010;EXTERIEUR;RUE FRANCOIS MIRON;75004;RUE FRANCOIS MIRON 75004 Paris France;48.855659, 2.357158
LA PLANQUE;AKIM ISKER;09/01/2010;09/01/2010;DOMAINE PUBLIC;ECOLE MATERNELLE RUE DE LA BIDASSOA;75020;ECOLE  MATERNELLE RUE DE LA BIDASSOA 75020 Paris France;
LOL US;LISA AZUELOS;09/06/2010;09/06/2010;EXTERIEUR;PLACE DE VARSOVIE;75016;PLACE DE VARSOVIE 75016 Paris France;48.860104, 2.290901
UN HEUREUX EVENEMENT;REMIE BENZANCON;16/09/2010;16/09/2010;EXTERIEUR;PASSAGE ROCHEBRUNE;75011;PASSAGE ROCHEBRUNE 75011 Paris France;48.861973, 2.379789
MON PIRE CAUCHEMAR;ANNE FONTAINE;20/10/2010;20/10/2010;EXTERIEUR;RUE DESCARTES;75005;RUE DESCARTES 75005 Paris France;48.846265, 2.349076
POINT ROUGE;SWAPAN AHMED;21/09/2010;21/09/2010;EXTERIEUR;QUAI SAINT MICHEL;75006;QUAI SAINT MICHEL 75006 Paris France;
POINT ROUGE;SWAPAN AHMED;28/09/2010;28/09/2010;EXTERIEUR;RUE FRANCOIS TRUFFAUT;75012;RUE FRANCOIS TRUFFAUT 75012 Paris France;
POINT ROUGE;SWAPAN AHMED;28/09/2010;28/09/2010;DOMAINE PUBLIC;PARC DE BERCY;75012;PARC  DE BERCY 75012 Paris France;
POINT ROUGE;SWAPAN AHMED;23/09/2010;23/09/2010;EXTERIEUR;PLACE DE MEDICIS;75005;PLACE DE MEDICIS 75005 Paris France;
LA VERITE SI JE MENS 3;THOMAS GILOU;29/10/2010;29/10/2010;EXTERIEUR;RUE DE LA TREMOILLE;75008;RUE DE LA TREMOILLE 75008 Paris France;48.867126, 2.303138
LA VERITE SI JE MENS 3;THOMAS GILOU;12/09/2010;12/09/2010;EXTERIEUR;RUE REGNAULT;75013;RUE REGNAULT 75013 Paris France;
LA VERITE SI JE MENS 3;THOMAS GILOU;29/10/2010;29/10/2010;EXTERIEUR;RUE BOTZARIS;75019;RUE BOTZARIS 75019 Paris France;48.879342, 2.384521
DE L'HUILE SUR LE FEU;NICOLAS BENAMOU;10/09/2010;10/09/2010;EXTERIEUR;CONTRE ALLEE DU BOULEVARD DE BELLEVILLE;75020;CONTRE ALLEE DU BOULEVARD DE BELLEVILLE 75020 Paris France;
DE L'HUILE SUR LE FEU;NICOLAS BENAMOU;14/10/2010;14/10/2010;EXTERIEUR;BOULEVARD DE BELLEVILLE/R RAMPONNEAU/R LEMON;75020;BOULEVARD DE BELLEVILLE/R RAMPONNEAU/R LEMON 75020 Paris France;
L'ART D'AIMER;EMMANUEL MOURET;19/10/2010;20/10/2010;EXTERIEUR;RUE D'HAUTEVILLE;75010;RUE D'HAUTEVILLE 75010 Paris France;48.873821, 2.350511
L'ART D'AIMER;EMMANUEL MOURET;28/09/2010;28/09/2010;EXTERIEUR;RUE CENSIER;75005;RUE CENSIER 75005 Paris France;48.840432, 2.35307
LET MY PEOPLE GO;MICHAEL BUCH;22/10/2010;22/10/2010;EXTERIEUR;RUE SAINT DOMINIQUE;75007;RUE SAINT DOMINIQUE 75007 Paris France;48.859946, 2.312247
LET MY PEOPLE GO;MICHAEL BUCH;22/10/2010;22/10/2010;EXTERIEUR;SQUARE VOIRIE RAPP;75007;SQUARE VOIRIE  RAPP 75007 Paris France;
LET MY PEOPLE GO;MICHAEL BUCH;25/10/2010;25/10/2010;EXTERIEUR;RUE CHASSELOUP LAUBAT;75015;RUE CHASSELOUP LAUBAT 75015 Paris France;
LES MYTHOS;DENIS THYBAUD;13/12/2010;14/12/2010;EXTERIEUR;PORT DES CHAMPS ELYSEES;75008;PORT  DES CHAMPS ELYSEES 75008 Paris France;
LES MYTHOS;DENIS THYBAUD;10/07/2010;10/07/2010;EXTERIEUR;PLACE VENDOME;75001;PLACE VENDOME 75001 Paris France;48.867447, 2.329434
LES MYTHOS;DENIS THYBAUD;17/12/2010;17/12/2010;EXTERIEUR;RUE BOUCHUT;75015;RUE BOUCHUT 75015 Paris France;48.846843, 2.31005
LES MYTHOS;DENIS THYBAUD;17/12/2010;17/12/2010;EXTERIEUR;RUE VALENTIN HAUY;75015;RUE VALENTIN HAUY 75015 Paris France;48.846865, 2.309938
LES MYTHOS;DENIS THYBAUD;23/11/2010;23/11/2010;EXTERIEUR;PLACE ANDRE MALRAUX;75001;PLACE ANDRE MALRAUX 75001 Paris France;48.863936, 2.335195
LES MYTHOS;DENIS THYBAUD;10/08/2010;10/08/2010;EXTERIEUR;AVENUE HOCHE;75008;AVENUE HOCHE 75008 Paris France;
CASE DEPART;LIONEL STEKETTE;22/10/2010;22/10/2010;EXTERIEUR;AVENUE DES TERROIRS DE FRANCE;75012;AVENUE DES TERROIRS DE FRANCE 75012 Paris France;48.831748, 2.388208
THE BROKEN HART;KAZI AYAT;13/11/2010;13/11/2010;EXTERIEUR;ALLEE DES CYGNES;75015;ALLEE DES CYGNES 75015 Paris France;48.85338, 2.284427
CAFE DE FLORE;JEAN MARC VALLEE;26/10/2010;26/10/2010;EXTERIEUR;RUE EULER;75008;RUE EULER 75008 Paris France;
CAFE DE FLORE;JEAN MARC VALLEE;11/02/2010;11/02/2010;EXTERIEUR;RUE GASTON COUDE;75018;RUE GASTON COUDE 75018 Paris France;
LES BIEN AIMES;CHRISTOPHE HONORE;11/02/2010;11/02/2010;EXTERIEUR;RUE DU ROCHER;75008;RUE DU ROCHER 75008 Paris France;48.878133, 2.320013
LES BIEN AIMES;CHRISTOPHE HONORE;31/10/2010;11/01/2010;EXTERIEUR;RUE DE NAPLES;75008;RUE DE NAPLES 75008 Paris France;
LES BIEN AIMES;CHRISTOPHE HONORE;11/03/2010;11/03/2010;EXTERIEUR;RUE STEPHENSON;75018;RUE STEPHENSON 75018 Paris France;48.887673, 2.356304
LES BIEN AIMES;CHRISTOPHE HONORE;25/11/2010;25/11/2010;EXTERIEUR;RUE D'ALSACE;75010;RUE D'ALSACE 75010 Paris France;48.877875, 2.3583
LES BIEN AIMES;CHRISTOPHE HONORE;11/10/2010;11/10/2010;EXTERIEUR;BOULEVARD DE LA CHAPELLE;75018;BOULEVARD DE LA CHAPELLE 75018 Paris France;48.884366, 2.356883
LES BIEN AIMES;CHRISTOPHE HONORE;24/11/2010;24/11/2010;EXTERIEUR;RUE DU FAUBOURG SAINT MARTIN;75010;RUE DU FAUBOURG SAINT MARTIN 75010 Paris France;48.876831, 2.360984
PARLEZ- MOI DE VOUS;PIERRE PINAUD;15/11/2010;16/11/2010;EXTERIEUR;AVENUE BUGEAUD;75016;AVENUE BUGEAUD 75016 Paris France;
SIMON KILLER;ANTONIO CAMPOS;18/11/2010;18/11/2010;EXTERIEUR;RUE DU FAUBOURG SAINT MARTIN;75010;RUE DU FAUBOURG SAINT MARTIN 75010 Paris France;48.876831, 2.360984
SIMON KILLER;ANTONIO CAMPOS;25/11/2010;25/11/2010;EXTERIEUR;BOULEVARD SAINT DENIS;75002;BOULEVARD SAINT DENIS 75002 Paris France;
SIMON KILLER;ANTONIO CAMPOS;18/11/2010;18/11/2010;EXTERIEUR;PLACE DE LA REPUBLIQUE;75003;PLACE DE LA REPUBLIQUE 75003 Paris France;
SIMON KILLER;ANTONIO CAMPOS;17/11/2010;17/11/2010;EXTERIEUR;RUE CHAPPE;75018;RUE CHAPPE 75018 Paris France;48.884982, 2.341844
SIMON KILLER;ANTONIO CAMPOS;18/11/2010;18/11/2010;EXTERIEUR;RUE DE LANCRY;75010;RUE DE LANCRY 75010 Paris France;48.870914, 2.361474
SIMON KILLER;ANTONIO CAMPOS;30/11/2010;30/11/2010;EXTERIEUR;PASSAGE BASFOUR;75002;PASSAGE BASFOUR 75002 Paris France;
L'EXERCICE DE L'ETAT;PIERRE SCHOELLER;14/12/2010;14/12/2010;EXTERIEUR;PLACE VICTOR HUGO;75016;PLACE VICTOR HUGO 75016 Paris France;48.869778, 2.286017
NOTRE PARADIS/S'ENFUIR AVEC TOI;GAEL MOREL;12/06/2010;12/06/2010;EXTERIEUR;RUE SAINT MERRI/R PIERRE AU LARD (ANGLE);75004;RUE SAINT MERRI/R PIERRE AU LARD (ANGLE) 75004 Paris France;
NOTRE PARADIS/S'ENFUIR AVEC TOI;GAEL MOREL;21/12/2010;21/12/2010;EXTERIEUR;ROUTE DE SURESNES;75016;ROUTE DE SURESNES 75016 Paris France;
NOTRE PARADIS/S'ENFUIR AVEC TOI;GAEL MOREL;12/06/2010;12/06/2010;EXTERIEUR;RUE PIERRE AU LARD;75004;RUE PIERRE AU LARD 75004 Paris France;
MARIAGE MIXTE;ALEXANDRE ARCADY;08/04/2003;08/04/2003;EXTERIEUR;BOULEVARD ROCHECHOUART;75018;BOULEVARD ROCHECHOUART 75018 Paris France;48.882478, 2.341939
ARSENE LUPIN;JEAN PAUL SALOME;08/12/2003;08/12/2003;EXTERIEUR;PLACE SAINT GENEVIEVE;75005;PLACE SAINT GENEVIEVE 75005 Paris France;48.848622, 2.348485
ARSENE LUPIN;JEAN PAUL SALOME;14/08/2003;14/08/2003;EXTERIEUR;PONT ET QUAI DE L'ARCHEVECHE;75004;PONT ET QUAI DE L'ARCHEVECHE 75004 Paris France;48.852214, 2.351984
ARSENE LUPIN;JEAN PAUL SALOME;10/10/2003;10/10/2003;EXTERIEUR;PORT DE LA TOURNELLE;75005;PORT DE LA TOURNELLE 75005 Paris France;48.849811, 2.356086
ARSENE LUPIN;JEAN PAUL SALOME;10/08/2003;10/08/2003;EXTERIEUR;RUE D'ALSACE;75010;RUE D'ALSACE 75010 Paris France;48.877875, 2.3583
ARSENE LUPIN;JEAN PAUL SALOME;13/08/2003;13/08/2003;EXTERIEUR;RUE FENELON;75010;RUE FENELON 75010 Paris France;48.87869, 2.351438
ARSENE LUPIN;JEAN PAUL SALOME;14/08/2003;14/08/2003;EXTERIEUR;SQUARE JEAN XXII;75004;SQUARE JEAN XXII 75004 Paris France;48.852432, 2.351152
LA CONFIANCE REGNE;ETIENNE CHATILIEZ;08/08/2003;08/08/2003;EXTERIEUR;AVENUE KLEBER;75016;AVENUE KLEBER 75016 Paris France;48.868335, 2.290789
LA CONFIANCE REGNE;ETIENNE CHATILIEZ;27/08/2003;27/08/2003;EXTERIEUR;AVENUE GUSTAVE V DE SUEDE;75016;AVENUE GUSTAVE V DE SUEDE 75016 Paris France;48.861649, 2.289984
LA CONFIANCE REGNE;ETIENNE CHATILIEZ;08/08/2003;08/08/2003;EXTERIEUR;AVENUE GUSTAVE V DE SUEDE;75016;AVENUE GUSTAVE V DE SUEDE 75016 Paris France;48.861649, 2.289984
LA CONFIANCE REGNE;ETIENNE CHATILIEZ;08/08/2003;08/08/2003;EXTERIEUR;AVENUE HUSSEIN DE JORDANIE;75016;AVENUE HUSSEIN DE JORDANIE 75016 Paris France;48.861649, 2.289984
LA CONFIANCE REGNE;ETIENNE CHATILIEZ;08/07/2003;08/07/2003;EXTERIEUR;AVENUE HUSSEIN DE JORDANIE;75016;AVENUE HUSSEIN DE JORDANIE 75016 Paris France;48.861649, 2.289984
LA CONFIANCE REGNE;ETIENNE CHATILIEZ;09/01/2003;09/01/2003;EXTERIEUR;AVENUE MONTAIGNE;75008;AVENUE MONTAIGNE 75008 Paris France;48.867539, 2.307055
LA CONFIANCE REGNE;ETIENNE CHATILIEZ;27/08/2003;27/08/2003;EXTERIEUR;BOULEVARD DES ITALIENS;75003;BOULEVARD DES ITALIENS 75003 Paris France;48.871489, 2.337097
LA CONFIANCE REGNE;ETIENNE CHATILIEZ;08/08/2003;08/08/2003;EXTERIEUR;PASSERELLE DES ARTS;75001;PASSERELLE DES ARTS 75001 Paris France;48.858795, 2.337747
LA CONFIANCE REGNE;ETIENNE CHATILIEZ;09/01/2003;09/01/2003;EXTERIEUR;PLACE DE VARSOVIE;75016;PLACE DE VARSOVIE 75016 Paris France;48.860104, 2.290901
LA CONFIANCE REGNE;ETIENNE CHATILIEZ;08/07/2003;08/07/2003;EXTERIEUR;PLACE DE VARSOVIE;75016;PLACE DE VARSOVIE 75016 Paris France;48.860104, 2.290901
LA CONFIANCE REGNE;ETIENNE CHATILIEZ;08/08/2003;08/08/2003;EXTERIEUR;PLACE DES PYRAMIDES;75001;PLACE DES PYRAMIDES 75001 Paris France;48.863996, 2.332281
LA CONFIANCE REGNE;ETIENNE CHATILIEZ;08/08/2003;08/08/2003;EXTERIEUR;PLACE DE LA CONCORDE;75008;PLACE DE LA CONCORDE 75008 Paris France;48.865519, 2.321454
LA CONFIANCE REGNE;ETIENNE CHATILIEZ;08/07/2003;08/07/2003;EXTERIEUR;PONT DE L'ALMA;75008;PONT DE L'ALMA 75008 Paris France;48.863557, 2.3017
LA CONFIANCE REGNE;ETIENNE CHATILIEZ;27/08/2003;27/08/2003;EXTERIEUR;PONT ALEXANDRE III;75008;PONT ALEXANDRE III 75008 Paris France;48.863669, 2.313547
LA CONFIANCE REGNE;ETIENNE CHATILIEZ;09/01/2003;09/01/2003;EXTERIEUR;RUE LAFITTE;75009;RUE LAFITTE 75009 Paris France;48.87375, 2.337921
LA CONFIANCE REGNE;ETIENNE CHATILIEZ;27/08/2003;27/08/2003;EXTERIEUR;RUE LAFITTE;75009;RUE LAFITTE 75009 Paris France;48.87375, 2.337921
UN AUTRE QUE MOI;LAURENT TIRARD;25/08/2003;25/08/2003;EXTERIEUR;RUE MOUFFETARD;75005;RUE MOUFFETARD   75005 Paris France;48.841809, 2.349696
UN AUTRE QUE MOI;LAURENT TIRARD;10/06/2003;10/06/2003;EXTERIEUR;RUE SEVERO, HIPPOLYTE-MAINDRON (ANGLE);75014;RUE SEVERO, HIPPOLYTE-MAINDRON (ANGLE) 75014 Paris France;48.833022, 2.326889
UN AUTRE QUE MOI;LAURENT TIRARD;10/06/2003;10/06/2003;EXTERIEUR;RUE SEVERO;75014;RUE SEVERO 75014 Paris France;48.832227, 2.324038
UN AUTRE QUE MOI;LAURENT TIRARD;09/12/2003;09/12/2003;EXTERIEUR;RUE MOUFFETARD;75005;RUE MOUFFETARD   75005 Paris France;48.841809, 2.349696
UN AUTRE QUE MOI;LAURENT TIRARD;10/02/2003;10/02/2003;EXTERIEUR;RUE BONAPARTE;75006;RUE BONAPARTE 75006 Paris France;48.853487, 2.333356
QUI PERD GAGNE;LAURENT BENEGUI;09/04/2003;09/04/2003;EXTERIEUR;PLACE DE LA REPUBLIQUE;75010;PLACE DE LA REPUBLIQUE 75010 Paris France;48.86803, 2.363761
QUI PERD GAGNE;LAURENT BENEGUI;19/08/2003;19/08/2003;EXTERIEUR;PLACE PAUL PAINLEVE;75005;PLACE PAUL PAINLEVE 75005 Paris France;48.85026, 2.344038
LES 11 COMMANDEMENTS;FRANCOIS DESAGNAT;19/08/2003;19/08/2003;EXTERIEUR;PONT DES ARTS;75001;PONT DES ARTS 75001 Paris France;48.858795, 2.337747
LE SYNDROME DE PETER PAN;A. VIARD;16/08/2003;16/08/2003;EXTERIEUR;PLACE COLETTE;75011;PLACE COLETTE 75011 Paris France;48.863194, 2.335833
L'EMPREINTE;D. MATHIEU-MAHIAS;26/08/2003;26/08/2003;EXTERIEUR;RUE PELLEPORT;75020;RUE PELLEPORT 75020 Paris France;48.868733, 2.401034
BEFORE SUNSET;RICHARD LINKLATER;27/08/2003;27/08/2003;EXTERIEUR;AVENUE DIDEROT;75012;AVENUE DIDEROT 75012 Paris France;48.846752, 2.381741
BEFORE SUNSET;RICHARD LINKLATER;28/08/2003;28/08/2003;EXTERIEUR;JARDIN DE REUILLY;75012;JARDIN DE REUILLY 75012 Paris France;48.842124, 2.387627
BEFORE SUNSET;RICHARD LINKLATER;09/01/2003;09/01/2003;EXTERIEUR;PONT LOUIS PHILIPPE;75004;PONT LOUIS PHILIPPE 75004 Paris France;48.853754, 2.354315
BEFORE SUNSET;RICHARD LINKLATER;09/02/2003;09/02/2003;EXTERIEUR;PONT DE L'ARCHEVECHE;75005;PONT DE L'ARCHEVECHE 75005 Paris France;48.851604, 2.351582
BEFORE SUNSET;RICHARD LINKLATER;09/02/2003;09/02/2003;EXTERIEUR;PONT LOUIS PHILIPPE;75004;PONT LOUIS PHILIPPE 75004 Paris France;48.853754, 2.354315
BEFORE SUNSET;RICHARD LINKLATER;09/02/2003;09/02/2003;EXTERIEUR;PORT DE LA TOURNELLE;75005;PORT DE LA TOURNELLE 75005 Paris France;48.849811, 2.356086
BEFORE SUNSET;RICHARD LINKLATER;28/08/2003;28/08/2003;EXTERIEUR;PROMENADE PLANTEE;75012;PROMENADE PLANTEE 75012 Paris France;48.841171, 2.396585
BEFORE SUNSET;RICHARD LINKLATER;09/02/2003;09/02/2003;EXTERIEUR;QUAI DE L'HOTEL DE VILLE;75004;QUAI DE L'HOTEL DE VILLE 75004 Paris France;48.854754, 2.353961
BEFORE SUNSET;RICHARD LINKLATER;09/02/2003;09/02/2003;EXTERIEUR;QUAI DE L'ARCHEVECHE;75004;QUAI DE L'ARCHEVECHE 75004 Paris France;48.852214, 2.351984
BEFORE SUNSET;RICHARD LINKLATER;09/02/2003;09/02/2003;EXTERIEUR;QUAI DE BOURBON;75004;QUAI DE BOURBON 75004 Paris France;48.853023, 2.355285
BEFORE SUNSET;RICHARD LINKLATER;09/03/2003;09/03/2003;EXTERIEUR;QUAI DE LA TOURNELLE;75005;QUAI DE LA TOURNELLE 75005 Paris France;48.85042, 2.353546
BEFORE SUNSET;RICHARD LINKLATER;09/04/2003;09/04/2003;EXTERIEUR;QUAI BRANLY;75007;QUAI BRANLY 75007 Paris France;48.860709, 2.297512
BEFORE SUNSET;RICHARD LINKLATER;27/08/2003;27/08/2003;EXTERIEUR;RUE MALEBRANCHE;75005;RUE MALEBRANCHE 75005 Paris France;48.846433, 2.342561
BEFORE SUNSET;RICHARD LINKLATER;27/08/2003;27/08/2003;EXTERIEUR;RUE LAPLACE;75005;RUE LAPLACE 75005 Paris France;48.847159, 2.348146
BEFORE SUNSET;RICHARD LINKLATER;16/09/2003;16/09/2003;EXTERIEUR;RUE GALANDE;75005;RUE GALANDE 75005 Paris France;48.851532, 2.347142
BEFORE SUNSET;RICHARD LINKLATER;09/02/2003;09/02/2003;EXTERIEUR;RUE JEAN DU BELLAY;75004;RUE JEAN DU BELLAY 75004 Paris France;48.85317, 2.353747
BEFORE SUNSET;RICHARD LINKLATER;16/09/2003;16/09/2003;EXTERIEUR;RUE SAINT-JULIEN;75005;RUE SAINT-JULIEN 75005 Paris France;48.85227, 2.346986
BEFORE SUNSET;RICHARD LINKLATER;17/09/2003;17/09/2003;EXTERIEUR;RUE GALANDE;75005;RUE GALANDE 75005 Paris France;48.851532, 2.347142
RUE DES SANS PAPIERS;ALAIN CARVILLE;10/01/2003;10/01/2003;EXTERIEUR;BOULEVARD DE L'AMIRAL BRUIX;75016;BOULEVARD DE L'AMIRAL BRUIX 75016 Paris France;48.874935, 2.278995
RUE DES SANS PAPIERS;ALAIN CARVILLE;29/09/2003;29/09/2003;EXTERIEUR;QUAI DE LA SEINE;75019;QUAI DE LA SEINE 75019 Paris France;48.88668, 2.374554
RUE DES SANS PAPIERS;ALAIN CARVILLE;10/04/2003;10/04/2003;EXTERIEUR;RUE DE LA MARE;75020;RUE DE LA MARE   75020 Paris France;48.870902, 2.38973
RUE DES SANS PAPIERS;ALAIN CARVILLE;29/09/2003;29/09/2003;EXTERIEUR;RUE DE L'OISE;75019;RUE DE L'OISE 75019 Paris France;48.890433, 2.382167
RUE DES SANS PAPIERS;ALAIN CARVILLE;20/09/2003;20/09/2003;EXTERIEUR;RUE LAMARCK;75018;RUE LAMARCK 75018 Paris France;48.890288, 2.33619
RUE DES SANS PAPIERS;ALAIN CARVILLE;10/04/2003;10/04/2003;EXTERIEUR;RUE DES COURONNES;75020;RUE DES COURONNES   75020 Paris France;48.870263, 2.385063
RUE DES SANS PAPIERS;ALAIN CARVILLE;27/09/2003;27/09/2003;EXTERIEUR;RUE MONTCALM;75018;RUE MONTCALM   75018 Paris France;48.893239, 2.338021
RUE DES SANS PAPIERS;ALAIN CARVILLE;20/09/2003;20/09/2003;EXTERIEUR;RUE DU CARDINAL DUBOIS;75018;RUE DU CARDINAL DUBOIS 75018 Paris France;48.885897, 2.343163
RUE DES SANS PAPIERS;ALAIN CARVILLE;26/09/2003;26/09/2003;EXTERIEUR;RUE JOMARD;75019;RUE JOMARD 75019 Paris France;48.889362, 2.379047
L'AMERICAIN;PATRICK TIMSIT;19/11/2003;19/11/2003;EXTERIEUR;RUE HENRI MOISSAN;75008;RUE HENRI MOISSAN 75008 Paris France;48.861713, 2.307518
ILS SE MARIERENT ET EURENT BEAUCOUP D'ENFANTS;YVAN ATTAL;20/11/2003;20/11/2003;EXTERIEUR;RUE DE LIEGE;75009;RUE DE LIEGE 75009 Paris France;48.87957, 2.32658
ILS SE MARIERENT ET EURENT BEAUCOUP D'ENFANTS;YVAN ATTAL;18/11/2003;18/11/2003;EXTERIEUR;RUE DU FBG ST HONORE/PL DES TERNES (ANGLE);75017;RUE DU FBG ST HONORE/PL DES TERNES (ANGLE) 75017 Paris France;48.882244, 2.307839
ILS SE MARIERENT ET EURENT BEAUCOUP D'ENFANTS;YVAN ATTAL;18/11/2003;18/11/2003;EXTERIEUR;RUE DU FAUBOURG SAINT HONORE;75008;RUE DU FAUBOURG SAINT HONORE 75008 Paris France;48.872845, 2.310735
AUTOMNE;RA'UP MCGEE;16/10/2003;16/10/2003;EXTERIEUR;IMPASSE MONT LOUIS;75011;IMPASSE MONT LOUIS 75011 Paris France;48.857363, 2.388505
AUTOMNE;RA'UP MCGEE;31/10/2003;31/10/2003;EXTERIEUR;RUE CAULAINCOURT;75018;RUE CAULAINCOURT   75018 Paris France;48.887897, 2.33368
DEUX SYLLABES EN ARRIERES;KATARINA SULAJOVA;30/09/2003;30/09/2003;EXTERIEUR;CANAL SAINT MARTIN;75010;CANAL SAINT MARTIN 75010 Paris France;48.880421, 2.374757
DEUX SYLLABES EN ARRIERES;KATARINA SULAJOVA;29/09/2003;29/09/2003;EXTERIEUR;RUE DE PICARDIE;75003;RUE DE PICARDIE 75003 Paris France;48.863829, 2.362811
NARCO;TRISTAN ET GILLES;10/06/2003;10/06/2003;EXTERIEUR;PELOUSE DE SAINT-CLOUD (BOIS;75016;PELOUSE DE SAINT-CLOUD (BOIS 75016 Paris France;48.853093, 2.248763
AU SECOURS, J'AI TRENTE ANS;MARIE-ANNE CHAZEL;17/10/2003;17/10/2003;EXTERIEUR;RUE DE MENILMONTANT;75020;RUE DE MENILMONTANT 75020 Paris France;48.865061, 2.39905
CASABLANCA DRIVER;MAURICE BARTHELEMY;20/10/2003;20/10/2003;EXTERIEUR;IMPASSE DE LA BONNE NOUVELLE;75010;IMPASSE DE LA BONNE NOUVELLE   75010 Paris France;48.870226, 2.350095
ICHH;PRABHUDEVA SUNDARAM;06/09/2010;06/09/2010;EXTERIEUR;PONT MARIE;75004;PONT MARIE 75004 Paris France;48.852808, 2.357356
ICHH;PRABHUDEVA SUNDARAM;06/03/2010;06/03/2010;EXTERIEUR;AVENUE MONTAIGNE;75008;AVENUE MONTAIGNE 75008 Paris France;48.867539, 2.307055
ICHH;PRABHUDEVA SUNDARAM;06/09/2010;06/09/2010;EXTERIEUR;ILE SAINT LOUIS;75004;ILE SAINT LOUIS 75004 Paris France;
HALLAL POLICE D'ETAT;RACHID DHIBOU;06/09/2010;06/09/2010;EXTERIEUR;RUE DES 3 FRERES;75018;RUE DES 3 FRERES 75018 Paris France;
HALLAL POLICE D'ETAT;RACHID DHIBOU;06/09/2010;06/09/2010;EXTERIEUR;RUE D'ORSEL;75018;RUE D'ORSEL 75018 Paris France;
HALLAL POLICE D'ETAT;RACHID DHIBOU;06/09/2010;06/09/2010;EXTERIEUR;RUE STEINKERQUE;75018;RUE STEINKERQUE 75018 Paris France;
HALLAL POLICE D'ETAT;RACHID DHIBOU;06/09/2010;06/09/2010;EXTERIEUR;PASSAGE DES ABBESSES;75018;PASSAGE DES ABBESSES 75018 Paris France;
HALLAL POLICE D'ETAT;RACHID DHIBOU;16/06/2010;16/06/2010;EXTERIEUR;RUE BERVIC;75018;RUE BERVIC 75018 Paris France;
QUI A ENVIE D'ETRE AIME/CATHOLIQUE ANONYME;ANNE GIAFFERI;17/06/2010;17/06/2010;EXTERIEUR;AVENUE DE WAGRAM;75017;AVENUE DE WAGRAM 75017 Paris France;48.880704, 2.30008
QUI A ENVIE D'ETRE AIME/CATHOLIQUE ANONYME;ANNE GIAFFERI;14/06/2010;14/06/2010;EXTERIEUR;RUE DES ARDENNES;75019;RUE DES ARDENNES 75019 Paris France;
MAN MADAN AMBU;M.RAVIKUMAR;16/06/2010;17/06/2010;EXTERIEUR;RUE HECTOR MALOT;75012;RUE HECTOR MALOT 75012 Paris France;
MOI, MICHEL G.;STEPHAN KAZANDJIAN;17/06/2010;17/06/2010;EXTERIEUR;SQUARE ROBERT MONTAGNE;75005;SQUARE  ROBERT MONTAGNE 75005 Paris France;
LE PREMIER HOMME;GIOVANNI AMELIO;12/12/2010;12/12/2010;EXTERIEUR;PLACE DE RUNGIS;75013;PLACE DE RUNGIS 75013 Paris France;
MONTE CARLO STORY;THOMAS BEZUCHA;23/06/2010;23/06/2010;EXTERIEUR;PARVIS DU SACRE COEUR ET ESCALIERS;75018;PARVIS  DU SACRE COEUR ET ESCALIERS 75018 Paris France;
MONTE CARLO STORY;THOMAS BEZUCHA;28/06/2010;28/06/2010;EXTERIEUR;AVENUE WINSTON CHURCHILL;75008;AVENUE WINSTON CHURCHILL 75008 Paris France;
MONTE CARLO STORY;THOMAS BEZUCHA;25/06/2010;25/06/2010;EXTERIEUR;AVENUE WINSTON CHURCHILL;75008;AVENUE WINSTON CHURCHILL 75008 Paris France;
BYE BYE BLONDIE;VIRGINIE DESPENTES;13/08/2010;13/08/2010;EXTERIEUR;QUAI DE LA MEGISSERIE;75001;QUAI DE LA MEGISSERIE 75001 Paris France;48.857817, 2.344882
BYE BYE BLONDIE;VIRGINIE DESPENTES;08/12/2010;08/12/2010;EXTERIEUR;RUE DE LULLI;75002;RUE DE LULLI 75002 Paris France;
BYE BYE BLONDIE;VIRGINIE DESPENTES;21/08/2010;21/08/2010;EXTERIEUR;RUE HERICART;75015;RUE HERICART 75015 Paris France;
BYE BYE BLONDIE;VIRGINIE DESPENTES;21/08/2010;21/08/2010;EXTERIEUR;PLACE SAINT CHARLES;75015;PLACE SAINT CHARLES 75015 Paris France;48.844982, 2.284092
MIDNIGHT IN PARIS;WOODY ALLEN;30/07/2010;30/07/2010;EXTERIEUR;SQUARE DE LA PLACE DAUPHINE;75001;SQUARE  DE LA PLACE DAUPHINE 75001 Paris France;
MIDNIGHT IN PARIS;WOODY ALLEN;16/07/2010;16/07/2010;EXTERIEUR;PONT ALEXANDRE III;75008;PONT ALEXANDRE III 75008 Paris France;48.863669, 2.313547
MIDNIGHT IN PARIS;WOODY ALLEN;28/07/2010;28/07/2010;EXTERIEUR;PONT ALEXANDRE III;75008;PONT ALEXANDRE III 75008 Paris France;48.863669, 2.313547
MIDNIGHT IN PARIS;WOODY ALLEN;08/11/2010;08/11/2010;EXTERIEUR;PONT ALEXANDRE III;75007;PONT ALEXANDRE III 75007 Paris France;48.863663, 2.313554
MIDNIGHT IN PARIS;WOODY ALLEN;08/04/2010;08/04/2010;EXTERIEUR;RUE DUPERRE;75009;RUE DUPERRE 75009 Paris France;48.88206, 2.335653
